@relation page-blocks
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {1, 2, 3, 4, 5}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
7, 30, 210, 4.286, 0.295, 0.876, 1.77, 62, 184, 35, 1
6, 129, 774, 21.5, 0.195, 0.565, 1.35, 151, 437, 112, 1
10, 12, 120, 1.2, 0.142, 0.317, 2.83, 17, 38, 6, 1
8, 43, 344, 5.375, 0.212, 0.721, 1.4, 73, 248, 52, 1
5, 8, 40, 1.6, 0.6, 0.975, 2.18, 24, 39, 11, 1
7, 37, 259, 5.286, 0.305, 1.0, 1.46, 79, 259, 54, 1
7, 16, 112, 2.286, 0.304, 0.955, 1.13, 34, 107, 30, 1
9, 49, 441, 5.444, 0.222, 0.687, 1.27, 98, 303, 77, 1
5, 6, 30, 1.2, 0.3, 1.0, 1.8, 9, 30, 5, 1
7, 27, 189, 3.857, 0.079, 0.175, 2.5, 15, 33, 6, 1
7, 18, 126, 2.571, 0.365, 0.952, 1.53, 46, 120, 30, 1
7, 23, 161, 3.286, 0.342, 0.783, 1.45, 55, 126, 38, 1
7, 24, 168, 3.429, 0.244, 0.774, 1.46, 41, 130, 28, 1
6, 11, 66, 1.833, 0.333, 0.788, 1.47, 22, 52, 15, 1
7, 11, 77, 1.571, 0.299, 0.649, 1.77, 23, 50, 13, 1
7, 37, 259, 5.286, 0.282, 0.772, 1.35, 73, 200, 54, 1
7, 31, 217, 4.429, 0.304, 0.843, 1.32, 66, 183, 50, 1
8, 19, 152, 2.375, 0.382, 0.724, 1.93, 58, 110, 30, 1
10, 11, 110, 1.1, 0.473, 1.0, 2.48, 52, 110, 21, 1
6, 16, 96, 2.667, 0.49, 0.938, 2.14, 47, 90, 22, 1
6, 6, 36, 1.0, 0.528, 0.917, 3.17, 19, 33, 6, 1
10, 64, 640, 6.4, 0.189, 0.4, 2.12, 121, 256, 57, 1
11, 15, 165, 1.364, 0.352, 0.891, 2.07, 58, 147, 28, 1
10, 25, 250, 2.5, 0.328, 0.828, 2.05, 82, 207, 40, 1
8, 28, 224, 3.5, 0.406, 0.777, 2.07, 91, 174, 44, 1
10, 7, 70, 0.7, 0.357, 0.871, 2.08, 25, 61, 12, 1
10, 32, 320, 3.2, 0.306, 0.788, 1.69, 98, 252, 58, 1
7, 7, 49, 1.0, 0.592, 0.959, 2.42, 29, 47, 12, 1
10, 145, 1450, 14.5, 0.268, 0.747, 1.83, 389, 1083, 213, 1
8, 32, 256, 4.0, 0.375, 0.801, 2.04, 96, 205, 47, 1
9, 40, 360, 4.444, 0.344, 0.683, 2.07, 124, 246, 60, 1
8, 30, 240, 3.75, 0.296, 0.863, 2.09, 71, 207, 34, 1
10, 33, 330, 3.3, 0.342, 0.927, 1.66, 113, 306, 68, 1
7, 5, 35, 0.714, 0.486, 0.943, 4.25, 17, 33, 4, 1
8, 13, 104, 1.625, 0.356, 0.942, 1.76, 37, 98, 21, 1
9, 4, 36, 0.444, 0.444, 1.0, 8.0, 16, 36, 2, 1
7, 18, 126, 2.571, 0.468, 1.0, 2.81, 59, 126, 21, 1
9, 42, 378, 4.667, 0.325, 0.823, 1.71, 123, 311, 72, 1
8, 5, 40, 0.625, 0.525, 1.0, 3.0, 21, 40, 7, 1
8, 7, 56, 0.875, 0.518, 1.0, 2.64, 29, 56, 11, 1
8, 38, 304, 4.75, 0.339, 0.766, 1.75, 103, 233, 59, 1
10, 20, 200, 2.0, 0.375, 0.855, 2.27, 75, 171, 33, 1
7, 31, 217, 4.429, 0.396, 0.862, 2.1, 86, 187, 41, 1
10, 78, 780, 7.8, 0.255, 0.751, 1.76, 199, 586, 113, 1
11, 112, 1232, 10.182, 0.217, 0.469, 1.73, 267, 578, 154, 1
9, 73, 657, 8.111, 0.376, 0.846, 2.63, 247, 556, 94, 1
6, 4, 24, 0.667, 0.417, 0.583, 5.0, 10, 14, 2, 1
8, 196, 1568, 24.5, 0.142, 0.644, 1.4, 222, 1010, 159, 1
32, 350, 11200, 10.938, 0.142, 0.402, 3.96, 1588, 4497, 401, 5
31, 105, 3255, 3.387, 0.224, 0.417, 5.35, 728, 1358, 136, 5
8, 215, 1720, 26.875, 0.404, 0.789, 2.91, 695, 1357, 239, 1
9, 250, 2250, 27.778, 0.305, 0.711, 2.18, 686, 1600, 314, 1
5, 75, 375, 15.0, 0.269, 0.979, 1.22, 101, 367, 83, 1
7, 141, 987, 20.143, 0.16, 0.757, 1.17, 158, 747, 135, 1
8, 15, 120, 1.875, 0.292, 0.808, 1.84, 35, 97, 19, 1
9, 535, 4815, 59.444, 0.192, 0.658, 1.42, 926, 3167, 654, 1
7, 218, 1526, 31.143, 0.142, 0.623, 1.26, 216, 951, 171, 1
9, 492, 4428, 54.667, 0.209, 0.781, 1.33, 924, 3457, 697, 1
13, 38, 494, 2.923, 0.312, 0.955, 3.42, 154, 472, 45, 1
7, 140, 980, 20.0, 0.131, 0.666, 1.28, 128, 653, 100, 1
9, 102, 918, 11.333, 0.18, 0.759, 1.2, 165, 697, 137, 1
1, 22, 22, 22.0, 0.818, 1.0, 4.5, 18, 22, 4, 2
37, 1, 37, 0.027, 1.0, 1.0, 37.0, 37, 37, 1, 2
10, 19, 190, 1.9, 0.605, 0.816, 8.85, 115, 155, 13, 1
178, 140, 24920, 0.787, 0.574, 0.649, 21.52, 14292, 16177, 664, 3
31, 1, 31, 0.032, 1.0, 1.0, 31.0, 31, 31, 1, 4
9, 160, 1440, 17.778, 0.36, 0.763, 2.63, 518, 1098, 197, 1
7, 153, 1071, 21.857, 0.467, 0.97, 2.75, 500, 1039, 182, 1
10, 256, 2560, 25.6, 0.371, 0.779, 2.95, 951, 1995, 322, 1
23, 125, 2875, 5.435, 0.953, 1.0, 20.75, 2739, 2875, 132, 1
16, 376, 6016, 23.5, 0.371, 0.58, 5.57, 2232, 3490, 401, 1
12, 10, 120, 0.833, 0.675, 0.783, 11.57, 81, 94, 7, 1
8, 157, 1256, 19.625, 0.446, 0.987, 2.55, 560, 1240, 220, 1
17, 19, 323, 1.118, 0.362, 0.381, 58.5, 117, 123, 2, 1
4, 18, 72, 4.5, 0.181, 0.778, 6.5, 13, 56, 2, 1
5, 118, 590, 23.6, 0.154, 0.497, 1.44, 91, 293, 63, 1
10, 330, 3300, 33.0, 0.207, 0.671, 1.61, 684, 2215, 425, 1
10, 288, 2880, 28.8, 0.191, 0.564, 1.5, 549, 1624, 365, 1
8, 22, 176, 2.75, 0.438, 0.79, 2.41, 77, 139, 32, 1
1, 91, 91, 91.0, 0.352, 1.0, 1.03, 32, 91, 31, 1
5, 6, 30, 1.2, 0.433, 1.0, 1.63, 13, 30, 8, 1
5, 39, 195, 7.8, 0.338, 0.903, 1.35, 66, 176, 49, 1
7, 343, 2401, 49.0, 0.213, 0.772, 1.45, 512, 1854, 352, 1
1, 126, 126, 126.0, 0.992, 1.0, 125.0, 125, 126, 1, 2
12, 33, 396, 2.75, 0.391, 0.793, 4.08, 155, 314, 38, 1
11, 11, 121, 1.0, 0.438, 0.868, 4.08, 53, 105, 13, 1
1, 20, 20, 20.0, 0.85, 1.0, 8.5, 17, 20, 2, 2
